frame_path,class,video_id
pick\#122_Cleaning_Up_The_Beach_In_Chiba__Japan_pick_f_nm_np1_fr_bad_1\frame_0029.jpg,pick,#122_Cleaning_Up_The_Beach_In_Chiba__Japan_pick_f_nm_np1_fr_bad_1
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0000.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0001.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0002.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0003.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0004.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0005.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0006.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0007.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0008.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0009.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0010.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0011.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0012.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0013.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0014.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0015.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0016.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0017.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0018.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0019.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0020.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0021.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0022.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0023.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0024.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0025.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AboutABoy_pick_h_nm_np1_le_goo_9\frame_0026.jpg,pick,AboutABoy_pick_h_nm_np1_le_goo_9
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0000.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0001.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0002.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0003.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0004.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0005.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0006.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0007.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0008.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0009.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0010.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0011.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0012.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0013.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0014.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\AMADEUS_pick_u_nm_np1_fr_med_8\frame_0015.jpg,pick,AMADEUS_pick_u_nm_np1_fr_med_8
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0000.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0001.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0002.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0003.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0004.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0005.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0006.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0007.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0008.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0009.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0010.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0011.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0012.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0013.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0014.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift1_pick_u_cm_np1_fr_med_1\frame_0015.jpg,pick,americanthrift1_pick_u_cm_np1_fr_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0000.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0001.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0002.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0003.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0004.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0005.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0006.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0007.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0008.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0009.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0010.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0011.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0012.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0013.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0014.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0015.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_cm_np1_ri_med_1\frame_0016.jpg,pick,americanthrift2_pick_u_cm_np1_ri_med_1
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0000.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0001.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0002.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0003.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0004.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0005.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0006.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0007.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0008.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0009.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0010.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0011.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0012.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0013.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0014.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0015.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0016.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0017.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0018.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0019.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0020.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0021.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0022.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0023.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0024.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0025.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0026.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\americanthrift2_pick_u_nm_np1_ri_med_2\frame_0027.jpg,pick,americanthrift2_pick_u_nm_np1_ri_med_2
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0000.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0001.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0002.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0003.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0004.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0005.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0006.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0007.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0008.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0009.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0010.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0011.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0012.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0013.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0014.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0015.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0016.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0017.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0018.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0019.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0020.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\BuriedTreasure_pick_u_cm_np1_le_goo_1\frame_0021.jpg,pick,BuriedTreasure_pick_u_cm_np1_le_goo_1
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0000.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0001.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0002.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0003.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0004.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0005.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0006.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0007.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0008.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0009.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0010.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0011.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0012.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0013.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0014.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5\frame_0015.jpg,pick,Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5
pick\Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0\frame_0000.jpg,pick,Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0
pick\Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0\frame_0001.jpg,pick,Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0
pick\Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0\frame_0002.jpg,pick,Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0
pick\Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0\frame_0003.jpg,pick,Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0
pick\Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0\frame_0004.jpg,pick,Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0
pick\Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0\frame_0005.jpg,pick,Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0
pick\Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0\frame_0006.jpg,pick,Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0
pick\Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0\frame_0007.jpg,pick,Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0
pick\Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0\frame_0008.jpg,pick,Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0
pick\Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0\frame_0009.jpg,pick,Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0
pick\Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0\frame_0010.jpg,pick,Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0
